image_id,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5
4317316961,mountain_path,tundra,valley,mountain,mountain_snowy
4363806480,desert/sand,desert_road,trench,snowfield,boardwalk
4368056893,clean_room,jewelry_shop,science_museum,physics_laboratory,museum/indoor
4332931542,museum/indoor,art_gallery,natural_history_museum,shoe_shop,science_museum
4332787604,childs_room,nursery,beauty_salon,reception,drugstore
4416078233,escalator/indoor,subway_station/platform,airport_terminal,elevator_shaft,bridge
4378838795,shower,beauty_salon,bathroom,clothing_store,skyscraper
4351448190,ocean,beach,coast,wave,sky
4385488137,ski_resort,motel,water_tower,ice_skating_rink/outdoor,mansion
4364263294,ice_floe,tundra,lagoon,desert/sand,iceberg
4374107842,ice_floe,ice_shelf,ocean,iceberg,ice_skating_rink/outdoor
4237903310,playroom,childs_room,nursery,bow_window/indoor,bathroom
4346444589,arena/performance,martial_arts_gym,street,crosswalk,clean_room
4349562555,runway,heliport,airfield,landing_deck,army_base
4364260819,iceberg,ice_floe,ice_shelf,crevasse,igloo
4322002812,orchard,botanical_garden,vineyard,field/cultivated,field/wild
4369252099,iceberg,gift_shop,childs_room,igloo,playroom
4382144986,art_gallery,museum/indoor,art_school,nursery,art_studio
4322201487,childs_room,playroom,nursery,mausoleum,mosque/outdoor
4367222969,archaelogical_excavation,trench,amusement_park,underwater/ocean_deep,landfill
4339250990,botanical_garden,florist_shop/indoor,vegetable_garden,orchard,rainforest
4331129934,ice_floe,iceberg,ice_shelf,crevasse,glacier
4327899254,gift_shop,clothing_store,art_gallery,kennel/outdoor,flea_market/indoor
4343199379,shower,elevator/door,airport_terminal,server_room,corridor
4328902251,desert/sand,tower,coast,ocean,wind_farm
4321192465,oast_house,skyscraper,office_building,tower,mosque/outdoor
4352158481,childs_room,nursery,playroom,beauty_salon,chemistry_lab
4322206201,booth/indoor,campsite,ticket_booth,drugstore,clothing_store
4381154670,art_studio,playground,playroom,art_school,sandbox
4378214310,clothing_store,flea_market/indoor,bazaar/outdoor,plaza,museum/indoor
4338275414,clean_room,beauty_salon,chemistry_lab,pharmacy,drugstore
4352811665,ice_floe,underwater/ocean_deep,ice_shelf,kindergarden_classroom,glacier
4373068325,clothing_store,department_store,museum/indoor,clean_room,science_museum
4352113977,clean_room,operating_room,veterinarians_office,hospital_room,chemistry_lab
4376519706,ice_shelf,beach,ocean,coast,desert/sand
4376962774,clothing_store,ice_shelf,topiary_garden,igloo,water_tower
3545051349,crevasse,iceberg,ice_floe,clean_room,ice_shelf
4385560875,shower,sauna,igloo,bathroom,desert/sand
4373047285,coffee_shop,ice_cream_parlor,museum/indoor,artists_loft,balcony/interior
4379553661,candy_store,jewelry_shop,bakery/shop,gift_shop,ice_cream_parlor
4320906004,ice_floe,underwater/ocean_deep,iceberg,crevasse,aquarium
4380238308,beauty_salon,laundromat,pharmacy,drugstore,booth/indoor
4380260510,museum/indoor,stage/indoor,volleyball_court/outdoor,martial_arts_gym,football_field
4317492860,elevator/door,clean_room,elevator_lobby,doorway/outdoor,art_gallery
4380398777,restaurant,desert/sand,ice_cream_parlor,bakery/shop,butchers_shop
4364481477,hospital_room,nursery,staircase,balcony/interior,youth_hostel
4336924455,lighthouse,tower,water_tower,mosque/outdoor,industrial_area
4371062853,building_facade,office_building,fire_escape,hospital,apartment_building/outdoor
4377509021,museum/indoor,art_gallery,clean_room,nursery,church/indoor
4368258052,desert/sand,arch,beach,museum/indoor,aquarium
4369161198,nursery,ice_skating_rink/indoor,ice_skating_rink/outdoor,arena/rodeo,baseball_field
4349716336,industrial_area,office_building,hospital,skyscraper,tower
4314466379,office,home_office,computer_room,gymnasium/indoor,music_studio
4383948696,iceberg,nursery,ice_floe,hospital_room,gift_shop
4373149893,ice_shelf,glacier,mountain_snowy,iceberg,ice_floe
4341486783,beach,coast,ocean,sky,desert/sand
4356511207,fountain,campsite,playground,greenhouse/indoor,shower
4378876159,veterinarians_office,shower,kennel/outdoor,atrium/public,natural_history_museum
4374125482,ice_skating_rink/outdoor,ice_skating_rink/indoor,arena/hockey,amusement_park,ski_slope
4381028660,art_gallery,museum/indoor,art_studio,art_school,artists_loft
3549072271,museum/indoor,art_gallery,stage/indoor,clean_room,dressing_room
4894995891,beach,ice_skating_rink/outdoor,ice_floe,ice_skating_rink/indoor,ocean
4333967731,shower,bathroom,wind_farm,windmill,nursery
4374554002,church/outdoor,synagogue/outdoor,tower,courthouse,skyscraper
4359774450,childs_room,swimming_pool/indoor,jacuzzi/indoor,fabric_store,recreation_room
4369991851,hospital,office_building,downtown,industrial_area,loading_dock
4329239289,jewelry_shop,clothing_store,dressing_room,shoe_shop,gift_shop
4135260823,florist_shop/indoor,botanical_garden,field/wild,vegetable_garden,rainforest
4336456810,bridge,river,tower,viaduct,harbor
4369558086,kindergarden_classroom,nursery,childs_room,playroom,art_school
4316699654,clean_room,utility_room,physics_laboratory,laundromat,shower
4377072351,natural_history_museum,gift_shop,museum/indoor,jewelry_shop,clothing_store
4374033902,art_gallery,museum/indoor,art_studio,home_theater,art_school
4321965531,ice_floe,igloo,ice_shelf,snowfield,crevasse
4377263858,industrial_area,bus_station/indoor,hospital,parking_lot,ticket_booth
4363630347,childs_room,nursery,kindergarden_classroom,bedroom,hospital_room
4381657950,computer_room,office_cubicles,server_room,office,clean_room
4381335363,museum/indoor,nursery,ice_shelf,kindergarden_classroom,kennel/outdoor
4369339655,clean_room,airport_terminal,ice_skating_rink/indoor,science_museum,department_store
4382536317,clean_room,childs_room,art_studio,nursery,veterinarians_office
4366914130,desert_road,field_road,highway,desert/sand,sky
4368173964,promenade,bridge,ocean,coast,beach
3130684410,islet,harbor,ocean,oilrig,coast
4357313132,ski_resort,downtown,building_facade,office_building,tower
4323506804,shower,bathroom,clean_room,art_gallery,museum/indoor
4378553013,doorway/outdoor,fire_station,loading_dock,schoolhouse,building_facade
4385401087,raceway,hangar/outdoor,industrial_area,loading_dock,kennel/outdoor
4366810997,playground,wind_farm,car_interior,shower,airplane_cabin
4358141423,conference_center,museum/indoor,lecture_room,art_gallery,reception
4382538271,playroom,toyshop,pet_shop,childs_room,kindergarden_classroom
3067172885,iceberg,ice_floe,lake/natural,glacier,pond
2523957660,clean_room,operating_room,hospital_room,biology_laboratory,shower
4383673343,museum/indoor,auto_showroom,science_museum,courthouse,synagogue/outdoor
4373652659,aquarium,iceberg,field/wild,igloo,pet_shop
4350962607,elevator/door,locker_room,office_cubicles,elevator_lobby,server_room
4370134720,booth/indoor,shopfront,museum/indoor,home_theater,hospital
4379416764,atrium/public,shopping_mall/indoor,science_museum,museum/indoor,natural_history_museum
4368789676,canal/urban,canal/natural,moat/water,bridge,promenade
4384766982,airport_terminal,escalator/indoor,subway_station/platform,corridor,elevator_lobby
4367676452,volleyball_court/outdoor,beach,ocean,airport_terminal,coast
4352295710,ocean,ice_floe,wheat_field,ice_shelf,coast
4362957985,playroom,childs_room,nursery,toyshop,kindergarden_classroom
4375613177,stage/indoor,discotheque,music_studio,ballroom,stage/outdoor
4381066379,childs_room,ice_cream_parlor,florist_shop/indoor,coffee_shop,lobby
4383877215,iceberg,ice_shelf,sky,valley,mountain_snowy
4316372871,living_room,childs_room,nursery,dorm_room,bedroom
4318574404,raceway,ski_slope,ice_skating_rink/outdoor,snowfield,arena/hockey
4318715319,igloo,ice_shelf,iceberg,cliff,crevasse
4379937319,childs_room,staircase,bedroom,bedchamber,hotel_room
4381942938,ice_shelf,ice_floe,creek,river,dam
4361319937,ice_floe,aquarium,carrousel,underwater/ocean_deep,corn_field
4380333995,childs_room,nursery,museum/indoor,gift_shop,bakery/shop
4345420065,childs_room,nursery,hospital_room,berth,kindergarden_classroom
4347708585,bedroom,hotel_room,bedchamber,ice_floe,hospital_room
4382150731,car_interior,campsite,airplane_cabin,berth,arch
4379010829,shower,art_gallery,museum/indoor,science_museum,natural_history_museum
4371328558,booth/indoor,drugstore,pharmacy,hospital,beauty_salon
4376729991,toyshop,pet_shop,gift_shop,hardware_store,drugstore
4360912763,tower,sky,skyscraper,ice_shelf,home_theater
4366810525,iceberg,ice_shelf,ice_floe,mountain_snowy,igloo
4380188269,ice_shelf,ice_floe,iceberg,dressing_room,clothing_store
4340996077,waiting_room,office,dressing_room,art_gallery,classroom
365726990,cemetery,igloo,burial_chamber,mausoleum,ice_shelf
4364836402,ski_slope,snowfield,glacier,mountain_snowy,mountain_path
4343881746,water_tower,amusement_park,water_park,igloo,ice_floe
4383737053,clean_room,drugstore,department_store,pharmacy,gift_shop
4376770115,clean_room,engine_room,physics_laboratory,auto_factory,cockpit
4378667205,ice_shelf,glacier,ice_floe,igloo,crevasse
4314726627,shoe_shop,drugstore,beauty_salon,pharmacy,art_school
4387628932,iceberg,ice_shelf,ice_floe,igloo,glacier
4374869134,barndoor,kennel/outdoor,loading_dock,yard,shed
4355622237,excavation,construction_site,trench,arch,bridge
4376856046,lake/natural,pond,iceberg,marsh,aquarium
4337589278,jewelry_shop,museum/indoor,gift_shop,art_gallery,natural_history_museum
4336585464,loading_dock,driveway,ice_floe,ski_resort,bedroom
4370080137,cliff,lagoon,coast,valley,badlands
4319973372,shoe_shop,gift_shop,candy_store,museum/indoor,flea_market/indoor
4333916083,harbor,bridge,canal/urban,skyscraper,river
4372265156,arena/performance,orchestra_pit,stage/indoor,museum/indoor,toyshop
4322847871,museum/indoor,iceberg,art_gallery,science_museum,natural_history_museum
4381324462,aqueduct,arch,rock_arch,clothing_store,burial_chamber
4379557503,islet,cliff,beach,coast,castle
4382789734,clean_room,florist_shop/indoor,ice_cream_parlor,operating_room,botanical_garden
4380687829,museum/indoor,art_gallery,natural_history_museum,gift_shop,science_museum
4371546961,ice_floe,ice_shelf,glacier,zen_garden,crevasse
4344362662,hangar/outdoor,beach_house,industrial_area,schoolhouse,motel
4375602058,skyscraper,downtown,industrial_area,office_building,harbor
4323532902,bridge,highway,industrial_area,runway,hangar/outdoor
4357820527,campsite,gift_shop,ball_pit,clothing_store,playroom
4376317740,waterfall,dam,hot_spring,river,wave
4380891161,clean_room,airport_terminal,museum/indoor,martial_arts_gym,science_museum
4363616944,highway,field_road,desert_road,forest_road,badlands
4370734416,crosswalk,plaza,parking_lot,downtown,street
4321854129,clothing_store,museum/indoor,gift_shop,fabric_store,nursery
4337235487,sky,mountain_snowy,snowfield,ice_floe,glacier
4360389964,sandbox,schoolhouse,nursery,cemetery,playground
4348919048,boardwalk,swamp,patio,picnic_area,orchard
4375367449,underwater/ocean_deep,aquarium,botanical_garden,rainforest,vegetable_garden
4353418431,field/cultivated,ball_pit,corn_field,underwater/ocean_deep,field/wild
4365885246,ocean,coast,beach,wave,ice_floe
4367425704,jewelry_shop,chemistry_lab,childs_room,ice_floe,bakery/shop
4376062521,desert/sand,beach,desert_road,desert/vegetation,tundra
4360735515,bakery/shop,ice_cream_parlor,gift_shop,jewelry_shop,candy_store
4340790853,iceberg,ice_floe,clean_room,ice_shelf,aquarium
4365892526,florist_shop/indoor,botanical_garden,orchard,ice_floe,gift_shop
4385889628,clean_room,atrium/public,shopping_mall/indoor,jewelry_shop,ice_skating_rink/indoor
4383180387,ice_floe,iceberg,aquarium,clean_room,swimming_pool/indoor
4348717308,cockpit,car_interior,auto_factory,bank_vault,ice_floe
4375590660,drugstore,playroom,pharmacy,beauty_salon,candy_store
4316961574,clean_room,pharmacy,operating_room,bathroom,hospital_room
4380023038,igloo,ski_slope,ski_resort,ice_floe,sandbox
4320254528,atrium/public,airport_terminal,shopping_mall/indoor,attic,elevator_lobby
4347738656,playroom,florist_shop/indoor,childs_room,martial_arts_gym,shoe_shop
4317994180,discotheque,beauty_salon,stage/indoor,music_studio,television_studio
4370687378,pier,beach,sky,coast,ocean
4326112114,childs_room,bakery/shop,ice_cream_parlor,nursery,gift_shop
2504741592,castle,ski_resort,mansion,palace,mountain_snowy
4343936709,botanical_garden,forest/broadleaf,rainforest,natural_history_museum,fountain
4323058557,desert/sand,wheat_field,desert/vegetation,desert_road,badlands
4322731984,pier,beach,boardwalk,ocean,dam
4382579511,kindergarden_classroom,childs_room,pet_shop,nursery,toyshop
4370963059,underwater/ocean_deep,aquarium,sky,islet,wind_farm
4373162973,crosswalk,runway,bowling_alley,shoe_shop,childs_room
4355337430,museum/indoor,gift_shop,desert/sand,art_gallery,art_studio
4382620472,beauty_salon,dressing_room,ice_cream_parlor,bookstore,museum/indoor
4384492155,childs_room,nursery,playroom,kindergarden_classroom,bedroom
4377274081,art_studio,shoe_shop,childs_room,candy_store,toyshop
4337980799,beach,lagoon,coast,ocean,wave
4322558811,igloo,ice_shelf,iceberg,ice_floe,zen_garden
4325631016,ice_shelf,ice_floe,igloo,iceberg,museum/indoor
4314712725,clothing_store,museum/indoor,atrium/public,ice_shelf,jewelry_shop
4381320261,water_tower,tower,downtown,parking_lot,campus
4353302701,arena/performance,stage/outdoor,stage/indoor,music_studio,television_studio
4406269401,stage/indoor,music_studio,art_studio,dressing_room,art_school
4325479728,playroom,ball_pit,childs_room,nursery,kindergarden_classroom
4382354234,sky,desert/sand,snowfield,hot_spring,valley
4378189809,art_gallery,art_school,art_studio,museum/indoor,artists_loft
4396166749,clean_room,chemistry_lab,clothing_store,hardware_store,biology_laboratory
4353897842,zen_garden,desert/sand,japanese_garden,field/cultivated,desert_road
4425798324,martial_arts_gym,locker_room,jail_cell,stage/indoor,dressing_room
4318440522,drugstore,pharmacy,jewelry_shop,gift_shop,clean_room
4376653369,railroad_track,train_station/platform,amusement_park,greenhouse/outdoor,bridge
4379067509,shoe_shop,jewelry_shop,gift_shop,boat_deck,flea_market/indoor
4373099826,beach_house,ocean,coast,beach,mosque/outdoor
4380338671,veterinarians_office,pet_shop,hospital_room,shower,nursery
4315789585,sky,iceberg,ocean,tundra,desert/sand
4375589713,shower,bamboo_forest,jewelry_shop,bathroom,forest/broadleaf
4380745960,watering_hole,racecourse,coast,raceway,hayfield
4363742954,ice_floe,glacier,iceberg,igloo,ski_slope
4354380330,ice_cream_parlor,bakery/shop,candy_store,coffee_shop,shoe_shop
4319175836,coffee_shop,flea_market/indoor,beer_hall,bakery/shop,restaurant
4384880418,booth/indoor,science_museum,museum/indoor,raceway,construction_site
4336546269,jewelry_shop,gift_shop,flea_market/indoor,home_office,coffee_shop
4385148442,booth/indoor,pet_shop,candy_store,toyshop,jewelry_shop
4374866321,forest_path,forest_road,ski_slope,field_road,mountain_path
4422520109,ice_skating_rink/outdoor,plaza,downtown,construction_site,cemetery
4326836928,childs_room,playroom,dorm_room,bedroom,kindergarden_classroom
4370189010,promenade,coast,iceberg,ocean,beach
4339836923,gift_shop,nursery,childs_room,clothing_store,ice_cream_parlor
4332981789,underwater/ocean_deep,aquarium,ocean,fishpond,pond
4360737622,ocean,beach,beach_house,ice_shelf,coast
4374241938,mountain_snowy,snowfield,glacier,ski_slope,ice_floe
4313720992,bridge,amusement_park,arch,tower,skyscraper
4317434060,ice_shelf,ski_slope,picnic_area,snowfield,ice_floe
4358672363,water_tower,coffee_shop,jacuzzi/indoor,shower,bathroom
4364422695,natural_history_museum,jewelry_shop,golf_course,museum/indoor,science_museum
4378458442,courthouse,building_facade,hotel/outdoor,hospital,office_building
4380237340,desert/sand,coffee_shop,museum/indoor,ice_cream_parlor,science_museum
4357997576,atrium/public,shopping_mall/indoor,museum/indoor,bow_window/indoor,courtyard
4314199145,aquarium,sky,arch,wind_farm,shower
4386429654,childs_room,museum/indoor,burial_chamber,clean_room,igloo
4376828080,baseball_field,football_field,athletic_field/outdoor,stadium/baseball,stadium/football
4319819378,shower,chemistry_lab,gift_shop,ice_cream_parlor,bakery/shop
4330075582,shower,natural_history_museum,lake/natural,pond,bathroom
4421268734,skyscraper,office_building,hotel/outdoor,hospital,tower
4328100940,iceberg,desert/sand,ice_shelf,ice_floe,igloo
4356306450,beach,promenade,coast,landing_deck,ocean
4359618368,beauty_salon,ice_floe,shower,museum/indoor,ice_shelf
4416838794,jewelry_shop,bakery/shop,drugstore,pharmacy,candy_store
4376615986,staircase,playground,airfield,ski_slope,tree_house
4315393728,ice_cream_parlor,biology_laboratory,beauty_salon,pharmacy,drugstore
4454047116,childs_room,nursery,art_studio,museum/indoor,art_school
4317062772,ice_floe,iceberg,watering_hole,lake/natural,coast
4368833593,clean_room,bow_window/indoor,office,shoe_shop,airport_terminal
4384258129,harbor,bridge,oilrig,boat_deck,tower
4370779019,mosque/outdoor,palace,church/outdoor,museum/outdoor,water_park
4340911044,bank_vault,jail_cell,elevator/door,elevator_lobby,locker_room
4361495688,pier,beach,boardwalk,gazebo/exterior,beach_house
4166963816,florist_shop/indoor,aquarium,botanical_garden,pond,fishpond
4319811662,office_cubicles,waiting_room,playroom,office,home_office
4384928434,dressing_room,clothing_store,beauty_salon,music_studio,stage/indoor
4380040353,ice_floe,beauty_salon,bakery/shop,aquarium,ice_cream_parlor
4368379243,archive,museum/indoor,art_gallery,kindergarden_classroom,nursery
4368655557,drugstore,pharmacy,ice_shelf,gift_shop,sky
4339073026,fountain,shower,swimming_pool/indoor,water_park,dam
4334268177,beach,pier,coast,ocean,snowfield
4345835385,auto_showroom,museum/indoor,living_room,bedroom,gas_station
4383790206,amusement_park,childs_room,playground,campsite,ticket_booth
4402826488,airplane_cabin,beauty_salon,bus_interior,bookstore,clothing_store
4352554038,drugstore,clean_room,server_room,pharmacy,chemistry_lab
4364240443,clean_room,doorway/outdoor,barndoor,hospital,operating_room
4317408945,elevator/door,locker_room,phone_booth,utility_room,server_room
4377688000,childs_room,bakery/shop,shower,nursery,clean_room
4339623757,ice_floe,iceberg,ice_shelf,ocean,tundra
4351533105,pet_shop,toyshop,amusement_arcade,kindergarden_classroom,candy_store
4356567386,industrial_area,construction_site,loading_dock,office_building,downtown
4382154876,gift_shop,clothing_store,hardware_store,general_store/indoor,department_store
4327810216,lawn,topiary_garden,yard,greenhouse/outdoor,botanical_garden
4384615002,childs_room,bakery/shop,candy_store,pet_shop,playroom
4369992317,museum/indoor,clean_room,shower,office,hospital_room
4356808820,arena/performance,stage/indoor,discotheque,music_studio,orchestra_pit
4322984724,plaza,ice_skating_rink/outdoor,oast_house,downtown,hospital
2070532485,museum/indoor,gift_shop,temple/asia,art_gallery,art_studio
450828305,fabric_store,toyshop,gift_shop,pet_shop,childs_room
4378551039,bathroom,hangar/outdoor,runway,hangar/indoor,landing_deck
4355791015,igloo,ball_pit,nursery,gift_shop,childs_room
4317381574,synagogue/outdoor,library/outdoor,museum/outdoor,courthouse,downtown
4382295819,wave,ocean,ice_floe,coast,raft
4384701510,shopfront,ticket_booth,butchers_shop,booth/indoor,clothing_store
4382865979,airport_terminal,harbor,pond,lake/natural,marsh
4371680964,playroom,childs_room,nursery,clothing_store,art_studio
4365814481,ice_floe,iceberg,ice_shelf,bedroom,veterinarians_office
4346564833,discotheque,orchestra_pit,stage/indoor,arena/performance,music_studio
4372752332,oilrig,volcano,tower,landing_deck,stage/indoor
4380495826,beach,ocean,coast,wave,lagoon
4353787441,ice_floe,ice_shelf,crevasse,nursery,igloo
4343367592,desert/sand,ice_skating_rink/indoor,ski_slope,igloo,ice_skating_rink/outdoor
4334241471,iceberg,crevasse,glacier,ice_shelf,desert/sand
4380509145,construction_site,playground,excavation,industrial_area,loading_dock
4378318585,downtown,skyscraper,office_building,bridge,plaza
4399677997,clean_room,bakery/shop,ice_cream_parlor,clothing_store,shoe_shop
4359914243,childs_room,nursery,art_studio,underwater/ocean_deep,kindergarden_classroom
4341495837,mansion,palace,schoolhouse,courthouse,hospital
4361844796,arena/performance,stage/indoor,stage/outdoor,discotheque,music_studio
4378622533,church/outdoor,tower,palace,skyscraper,building_facade
4337655817,discotheque,underwater/ocean_deep,stage/indoor,aquarium,florist_shop/indoor
4320595554,crosswalk,downtown,street,plaza,office_building
4328223038,stage/indoor,music_studio,orchestra_pit,television_studio,museum/indoor
4377539042,ice_shelf,ice_floe,lake/natural,dam,river
212673112,fabric_store,playroom,candy_store,childs_room,kindergarden_classroom
4329882848,airport_terminal,mezzanine,entrance_hall,atrium/public,lobby
4384119962,sky,florist_shop/indoor,water_tower,tower,desert/sand
4349610467,ice_floe,ice_shelf,hot_spring,watering_hole,iceberg
4380455465,elevator_shaft,atrium/public,airport_terminal,bow_window/indoor,balcony/interior
4379840379,clean_room,clothing_store,archive,museum/indoor,locker_room
4379875790,kindergarden_classroom,nursery,museum/indoor,art_school,classroom
4385341756,playroom,nursery,kindergarden_classroom,childs_room,candy_store
4379488408,forest/broadleaf,sky,rainforest,mountain_snowy,tower
4378119891,museum/indoor,art_gallery,science_museum,art_studio,natural_history_museum
4384251514,ice_shelf,trench,crevasse,ice_floe,snowfield
4318312680,museum/indoor,science_museum,natural_history_museum,art_gallery,ice_cream_parlor
4380719647,bookstore,bowling_alley,archive,library/indoor,fabric_store
4373284293,childs_room,playroom,bakery/shop,ice_cream_parlor,kindergarden_classroom
4362619604,street,downtown,bus_station/indoor,crosswalk,highway
4358541578,childs_room,playroom,nursery,stage/indoor,church/indoor
4371645865,dressing_room,beauty_salon,clean_room,shower,bathroom
4350113037,ice_floe,iceberg,ice_shelf,bakery/shop,gift_shop
2829050467,clean_room,shower,locker_room,dressing_room,elevator/door
4330349599,clothing_store,campsite,desert/sand,igloo,butte
4379119294,bow_window/indoor,shower,balcony/interior,hospital_room,hospital
4360765591,hospital,industrial_area,loading_dock,hospital_room,hangar/outdoor
4375820527,server_room,home_theater,amusement_arcade,movie_theater/indoor,elevator/door
4365187718,jewelry_shop,underwater/ocean_deep,aquarium,gift_shop,natural_history_museum
4380796188,drugstore,pharmacy,booth/indoor,kindergarden_classroom,bookstore
4338666198,aqueduct,kennel/outdoor,viaduct,bridge,ice_shelf
4384230228,swimming_pool/outdoor,yard,roof_garden,boardwalk,pond
4355443128,sky,ice_floe,rope_bridge,snowfield,windmill
4381220309,botanical_garden,florist_shop/indoor,vegetable_garden,field/wild,japanese_garden
4372571977,marsh,swamp,natural_history_museum,field/wild,pond
4381594902,subway_station/platform,airport_terminal,train_station/platform,escalator/indoor,corridor
4353191253,stage/indoor,discotheque,church/indoor,arena/performance,museum/indoor
4375336781,desert/sand,coast,beach,snowfield,iceberg
4320575921,cemetery,igloo,desert/sand,burial_chamber,zen_garden
4351711964,atrium/public,shopping_mall/indoor,airport_terminal,mezzanine,hospital
3228477746,museum/indoor,ice_floe,art_gallery,ice_shelf,iceberg
4316498805,lecture_room,classroom,library/indoor,office_cubicles,auditorium
4381108284,parking_garage/outdoor,hotel/outdoor,hospital,office_building,library/outdoor
4382377684,glacier,ice_shelf,mountain_snowy,iceberg,snowfield
4380743114,airport_terminal,atrium/public,shopping_mall/indoor,clean_room,archive
4375591421,river,lake/natural,pond,watering_hole,swamp
4424341839,childs_room,bakery/shop,gift_shop,playroom,jewelry_shop
4381971957,childs_room,stage/indoor,florist_shop/indoor,museum/indoor,toyshop
4382268184,iceberg,ice_floe,shoe_shop,ice_shelf,crevasse
4329710506,porch,residential_neighborhood,patio,ski_resort,gas_station
4359614491,office_cubicles,office,home_office,computer_room,booth/indoor
4606443539,ice_floe,bathroom,beauty_salon,coffee_shop,igloo
4379539645,art_gallery,art_studio,artists_loft,art_school,museum/indoor
4378487582,gift_shop,museum/indoor,jewelry_shop,clothing_store,art_gallery
4319777708,art_gallery,artists_loft,kindergarden_classroom,art_studio,art_school
4380528173,clean_room,harbor,ice_shelf,boat_deck,ice_floe
4383658618,boathouse,pier,lake/natural,dam,canal/urban
4336449754,cemetery,zen_garden,ice_shelf,parking_lot,crosswalk
4376874920,driveway,yard,residential_neighborhood,manufactured_home,house
4380771083,jail_cell,bank_vault,elevator/door,barndoor,elevator_lobby
4381909381,drugstore,chemistry_lab,clean_room,physics_laboratory,beauty_salon
4351336014,parking_garage/indoor,airport_terminal,football_field,museum/indoor,crosswalk
4320092208,fabric_store,clothing_store,childs_room,gift_shop,nursery
4325908318,pier,playground,boardwalk,desert/sand,amusement_park
4358062450,underwater/ocean_deep,vegetable_garden,tundra,yard,forest/broadleaf
4415831501,zen_garden,bathroom,igloo,jewelry_shop,gift_shop
4346046091,ski_slope,ice_shelf,snowfield,ice_floe,glacier
4378446343,ice_floe,nursery,ice_shelf,gift_shop,museum/indoor
4351046079,village,snowfield,tundra,tree_farm,ice_floe
4380907654,bridge,elevator_shaft,atrium/public,viaduct,construction_site
4350234631,atrium/public,museum/indoor,shopping_mall/indoor,elevator_shaft,arcade
4377581771,ski_slope,glacier,mountain_snowy,snowfield,crevasse
177373809,aquarium,iceberg,ice_floe,underwater/ocean_deep,crevasse
4384135458,jewelry_shop,childs_room,museum/indoor,gift_shop,science_museum
4357314375,museum/indoor,igloo,botanical_garden,iceberg,volcano
4384354167,bridge,viaduct,boardwalk,sky,pier
4357094156,desert/sand,beach,lagoon,iceberg,coast
4342665418,aquarium,iceberg,veterinarians_office,beauty_salon,shower
4366279670,stadium/soccer,stadium/football,football_field,soccer_field,athletic_field/outdoor
4315467165,harbor,beach_house,pier,boat_deck,runway
4374010235,home_theater,art_gallery,field/cultivated,beach,television_room
4420473535,bedchamber,banquet_hall,operating_room,bedroom,clean_room
4372472156,kindergarden_classroom,childs_room,museum/indoor,nursery,art_school
4339109150,ice_floe,iceberg,wave,ice_shelf,mountain_snowy
4367921628,clean_room,clothing_store,dressing_room,museum/indoor,nursery
4367311678,iceberg,ice_floe,ocean,ice_shelf,tundra
4314893132,underwater/ocean_deep,aquarium,pond,jewelry_shop,fishpond
4338501030,chemistry_lab,biology_laboratory,shoe_shop,gift_shop,science_museum
4385675426,ice_floe,ice_shelf,iceberg,phone_booth,snowfield
4328857006,engine_room,music_studio,airplane_cabin,clean_room,auditorium
4372615299,field/wild,windmill,wind_farm,florist_shop/indoor,sky
4353298826,bow_window/indoor,alcove,artists_loft,art_gallery,living_room
4377177272,stage/indoor,museum/indoor,arena/performance,discotheque,music_studio
4328562164,underwater/ocean_deep,aquarium,fishpond,botanical_garden,pond
4368798790,iceberg,ice_shelf,ice_floe,bedroom,glacier
4378787094,ticket_booth,street,fire_station,phone_booth,bus_station/indoor
4363536739,ski_resort,ice_skating_rink/outdoor,schoolhouse,oast_house,palace
4372179468,clean_room,shower,art_gallery,chemistry_lab,bathroom
4377809268,iceberg,ice_floe,crevasse,ice_shelf,glacier
4344006377,ice_cream_parlor,science_museum,gift_shop,bakery/shop,museum/indoor
4379180573,balcony/interior,office_building,promenade,skyscraper,hospital
4346961266,museum/indoor,shower,science_museum,bullring,gift_shop
4362104220,sky,tower,skyscraper,bridge,fire_escape
4376189626,forest/broadleaf,orchard,tree_farm,snowfield,forest_path
4380219667,amusement_park,windmill,tower,mosque/outdoor,wind_farm
4359739363,yard,manufactured_home,lawn,vegetable_garden,hunting_lodge/outdoor
4354722440,home_theater,skyscraper,museum/indoor,art_gallery,tower
4354143197,snowfield,desert/sand,shower,sky,elevator/door
4358033953,ice_floe,ice_shelf,watering_hole,igloo,iceberg
4362347663,fishpond,aquarium,underwater/ocean_deep,pond,lake/natural
4385226603,banquet_hall,museum/indoor,jewelry_shop,science_museum,gift_shop
4380693170,museum/indoor,skyscraper,office_building,atrium/public,tower
4353601933,raceway,runway,heliport,desert/sand,landing_deck
4376461985,aquarium,underwater/ocean_deep,vegetable_garden,botanical_garden,ice_floe
2770852623,ice_cream_parlor,drugstore,pharmacy,kindergarden_classroom,fastfood_restaurant
4380786940,raceway,promenade,racecourse,parking_lot,auto_factory
4373438773,aquarium,botanical_garden,florist_shop/indoor,greenhouse/indoor,vegetable_garden
4376743593,tree_farm,orchard,forest/broadleaf,field/wild,pasture
4375576524,amusement_park,temple/asia,palace,carrousel,mosque/outdoor
4372116703,pharmacy,drugstore,shopfront,hospital,ticket_booth
4362620879,bridge,viaduct,amusement_park,railroad_track,ski_slope
