image_id,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5,Prediction_6,Prediction_7,Prediction_8,Prediction_9,Prediction_10
4383657032,bonnet,ice_lolly,ear,cloak,ski_mask,mask,mitten,bath_towel,whistle,panpipe
4384330340,dough,spaghetti_squash,butternut_squash,conch,banana,ice_lolly,French_loaf,wooden_spoon,lemon,acorn
4318954150,seashore,lakeside,sandbar,beacon,park_bench,breakwater,tripod,car_mirror,trailer_truck,mountain_tent
4322161753,sea_slug,coral_reef,anemone_fish,rock_beauty,starfish,flatworm,sea_cucumber,brain_coral,lionfish,conch
4315244805,valley,cliff,lakeside,promontory,seashore,maze,alp,coral_reef,breakwater,volcano
4350053768,snowplow,water_tower,planetarium,traffic_light,mobile_home,dam,greenhouse,park_bench,solar_dish,barn
4373910896,dock,pirate,wreck,drilling_platform,submarine,lifeboat,container_ship,crane,pier,liner
4314653381,screen,monitor,television,window_screen,notebook,sliding_door,laptop,web_site,swing,window_shade
4382312592,jigsaw_puzzle,church,altar,castle,maze,palace,toyshop,comic_book,confectionery,library
4360070123,bubble,screw,switch,combination_lock,safe,wall_clock,croquet_ball,balloon,snail,bathtub
4360315270,book_jacket,packet,envelope,binder,screen,menu,tray,quill,letter_opener,candle
4370845160,wool,sock,bath_towel,clog,mitten,toilet_tissue,hamper,face_powder,dishrag,spindle
4381379798,beacon,castle,breakwater,church,monastery,bell_cote,barn,promontory,suspension_bridge,stupa
4380131678,groom,bow_tie,suit,abaya,spotlight,sax,flute,oboe,stage,trench_coat
4373663080,barn,fountain,picket_fence,lakeside,boathouse,worm_fence,hay,canoe,church,mountain_tent
4342337997,tarantula,wolf_spider,barn_spider,knot,face_powder,tabby,acorn,mousetrap,paintbrush,stole
4366065211,cab,cinema,streetcar,fire_engine,scoreboard,limousine,tobacco_shop,traffic_light,restaurant,bookshop
2346443138,reel,hay,sarong,jean,broom,rugby_ball,swab,sweatshirt,marimba,umbrella
4382190560,lampshade,bell_cote,spotlight,church,table_lamp,birdhouse,wall_clock,washbasin,chest,envelope
4334698995,honeycomb,thatch,seashore,black_swan,ox,fire_screen,hen-of-the-woods,tray,lakeside,king_penguin
4366443513,spotlight,grand_piano,sunglass,television,stage,sweatshirt,torch,sunglasses,bannister,cowboy_hat
4331035384,jackfruit,stole,swing,wig,wombat,three-toed_sloth,sombrero,triceratops,bonnet,sweatshirt
4315634134,snowplow,puck,bobsled,dogsled,go-kart,snowmobile,ski,shopping_cart,traffic_light,streetcar
4377359839,seat_belt,wig,fur_coat,cloak,suit,cellular_telephone,hair_spray,bow_tie,window_shade,sweatshirt
4403841035,geyser,nail,black_widow,ant,wolf_spider,wing,barn_spider,tick,window_screen,parachute
4416792536,carousel,pirate,paddlewheel,birdhouse,boathouse,oxcart,monastery,bell_cote,streetcar,lakeside
4381205613,handkerchief,sleeping_bag,bath_towel,bulletproof_vest,book_jacket,wallet,wool,packet,envelope,knee_pad
4381172150,studio_couch,candle,home_theater,altar,table_lamp,rubber_eraser,matchstick,obelisk,television,throne
4360096040,prison,bannister,guillotine,maze,swab,crate,window_shade,vault,window_screen,sliding_door
4327073357,alp,lakeside,valley,jigsaw_puzzle,greenhouse,castle,boathouse,dogsled,snowplow,snowmobile
4347607836,cab,traffic_light,church,stage,toyshop,altar,cinema,castle,spotlight,streetcar
4367403347,stage,scoreboard,fountain,cinema,digital_clock,monitor,altar,traffic_light,cab,drilling_platform
4328547014,unicycle,crash_helmet,mountain_bike,football_helmet,toyshop,mask,breastplate,comic_book,knee_pad,stage
4379302943,coyote,red_fox,grey_fox,dhole,dingo,kit_fox,timber_wolf,red_wolf,hare,white_wolf
4385439729,wig,bonnet,sunglasses,mask,hair_slide,Band_Aid,maillot,bikini,sunglass,kimono
4355940465,fountain,bubble,balloon,water_tower,obelisk,greenhouse,lakeside,picket_fence,car_mirror,radio_telescope
4340552286,cliff,alp,cliff_dwelling,stupa,promontory,obelisk,megalith,valley,torch,volcano
4383176273,go-kart,racer,tow_truck,trailer_truck,cab,limousine,sports_car,toaster,forklift,lawn_mower
4361215418,four-poster,snowplow,golfcart,studio_couch,tractor,forklift,jeep,mobile_home,lumbermill,tank
4382600968,web_site,book_jacket,cowboy_hat,Windsor_tie,cleaver,mask,bow_tie,revolver,comic_book,sandal
4319711991,alp,snowmobile,ski,snowplow,valley,mountain_tent,dogsled,geyser,cliff,breakwater
4376673612,flamingo,spoonbill,American_egret,crane,white_stork,goose,black_swan,little_blue_heron,pelican,black_stork
4376505108,breakwater,fountain,seashore,swimming_trunks,lakeside,swing,umbrella,cliff,sandbar,wreck
4377992920,boxer,basset,Ibizan_hound,American_Staffordshire_terrier,Brittany_spaniel,Greater_Swiss_Mountain_dog,butcher_shop,clumber,dalmatian,Great_Dane
4377132526,bath_towel,cardigan,wool,sock,mitten,sweatshirt,velvet,cloak,megalith,Bedlington_terrier
4380071203,limousine,bakery,cinema,restaurant,cash_machine,minivan,cab,tobacco_shop,pool_table,bullet_train
4357323482,syringe,quill,screwdriver,microphone,paintbrush,swab,bow,broom,pole,ski
4349627763,brassiere,spotlight,hair_spray,maillot,microphone,wig,miniskirt,accordion,cloak,cello
4314818133,knee_pad,pencil_sharpener,backpack,dumbbell,power_drill,switch,punching_bag,traffic_light,bulletproof_vest,shovel
4380687205,armadillo,minivan,plunger,car_wheel,cannon,shovel,barrow,triceratops,hog,Mexican_hairless
4368729676,boathouse,mobile_home,lumbermill,barn,lakeside,water_tower,beacon,pole,pier,church
4318068817,castle,palace,monastery,prison,fountain,liner,bell_cote,cliff,airship,triumphal_arch
4376753252,rifle,revolver,assault_rifle,violin,bow,plane,hatchet,hammer,chain_saw,scabbard
4374393962,prison,military_uniform,cliff_dwelling,vault,pickelhaube,groom,megalith,thatch,lumbermill,monastery
4372267594,cheeseburger,plate,ice_cream,chocolate_sauce,hotdog,espresso,bagel,trifle,beer_glass,American_lobster
4322561359,stingray,bathing_cap,swimming_trunks,maillot,starfish,bikini,snorkel,maillot,electric_ray,conch
4344537196,switch,hook,carpenter's_kit,toaster,stove,spatula,maze,corkscrew,buckle,radiator
4383878139,kimono,pajama,groom,stole,apron,wig,sarong,velvet,gown,vestment
4376336166,jersey,electric_guitar,stage,acoustic_guitar,ping-pong_ball,marimba,drumstick,apron,sax,microphone
4356387139,candle,torch,theater_curtain,projector,tub,bathtub,pajama,laptop,pool_table,television
4351280278,ringlet,frilled_lizard,great_grey_owl,Komodo_dragon,weevil,agama,African_chameleon,lycaenid,common_iguana,American_chameleon
4366791624,rugby_ball,soccer_ball,ballplayer,football_helmet,baseball,racket,knee_pad,unicycle,tricycle,volleyball
4383475983,lighter,refrigerator,paintbrush,jersey,beer_glass,ski,padlock,ashcan,steel_drum,space_shuttle
4380314173,carousel,streetcar,palace,fire_engine,web_site,monastery,book_jacket,pirate,castle,jigsaw_puzzle
4366498441,cash_machine,barbershop,pay-phone,slot,restaurant,turnstile,water_bottle,barber_chair,beer_glass,cellular_telephone
4380400503,bee,paper_towel,ladybug,bonnet,toilet_tissue,leaf_beetle,hip,ant,fly,strawberry
4328925187,bath_towel,handkerchief,poncho,wool,Christmas_stocking,sleeping_bag,doormat,diaper,mitten,wallet
4348196102,envelope,binder,handkerchief,book_jacket,tray,shoji,packet,jersey,fire_screen,wardrobe
4364419772,Christmas_stocking,hair_spray,shoe_shop,pajama,sarong,shower_cap,confectionery,plastic_bag,plunger,toyshop
4357094924,triumphal_arch,fur_coat,streetcar,pedestal,obelisk,street_sign,cab,police_van,cinema,pay-phone
4370776680,pier,dock,breakwater,lakeside,suspension_bridge,boathouse,steel_arch_bridge,bannister,dam,seashore
4329407751,street_sign,traffic_light,pole,mailbox,rapeseed,brass,obelisk,parking_meter,scoreboard,book_jacket
4369971176,pot,corn,pineapple,daisy,wok,ear,wooden_spoon,mortar,admiral,acorn
4370713494,television,home_theater,monitor,screen,desktop_computer,entertainment_center,desk,cinema,laptop,loudspeaker
4339655587,rock_crab,stone_wall,coho,starfish,spatula,loggerhead,frying_pan,hammerhead,stinkhorn,chiton
4331515393,streetcar,passenger_car,electric_locomotive,freight_car,steam_locomotive,lumbermill,suspension_bridge,yurt,boathouse,mobile_home
4362388747,butcher_shop,altar,toyshop,triceratops,stage,guillotine,fire_screen,gong,fountain,English_foxhound
4353988264,wig,lipstick,mask,lorikeet,ski_mask,whistle,bathing_cap,hair_spray,ice_lolly,bow_tie
4378021786,dishrag,poncho,cardigan,wool,stole,bib,mitten,bonnet,mailbag,apron
4375143734,geyser,steam_locomotive,wing,passenger_car,breakwater,freight_car,dam,viaduct,volcano,trailer_truck
4325222563,Lakeland_terrier,soft-coated_wheaten_terrier,Norwich_terrier,Norfolk_terrier,Irish_terrier,cairn,toy_poodle,miniature_poodle,miniature_schnauzer,Border_terrier
4359416963,rock_crab,Dungeness_crab,chambered_nautilus,loggerhead,coral_reef,volcano,jellyfish,stingray,king_crab,crayfish
4370890379,envelope,corkscrew,cockroach,chain,necklace,pick,hook,parachute,syringe,spider_web
4380190147,mushroom,bolete,agaric,gyromitra,earthstar,hen-of-the-woods,stinkhorn,coral_fungus,acorn,slug
4327366117,pillow,packet,dishrag,wallet,purse,handkerchief,mailbag,pencil_box,apron,plastic_bag
4322916484,iPod,screen,television,monitor,switch,mailbox,notebook,cellular_telephone,laptop,brass
4365043003,church,castle,palace,monastery,analog_clock,bell_cote,altar,vault,fountain,dome
4376853039,seashore,promontory,sandbar,lakeside,breakwater,wreck,castle,valley,cliff,West_Highland_white_terrier
4363892286,cardoon,bee,cabbage_butterfly,ant,dragonfly,hummingbird,daisy,sulphur_butterfly,web_site,rapeseed
4321538900,fountain,dock,crane,geyser,steam_locomotive,stage,space_shuttle,traffic_light,missile,obelisk
4343518494,cucumber,tray,cauliflower,ping-pong_ball,packet,corn,bakery,vending_machine,acorn_squash,Granny_Smith
4368753120,hair_slide,orange,consomme,necklace,plate,whistle,thimble,hook,magnetic_compass,strainer
4336574602,beer_glass,beer_bottle,pop_bottle,eggnog,goblet,pretzel,chocolate_sauce,coffee_mug,red_wine,water_bottle
4029151780,microphone,matchstick,spotlight,lighter,drumstick,candle,torch,sax,theater_curtain,stage
4341529008,restaurant,shoe_shop,butcher_shop,bakery,groom,theater_curtain,cinema,grocery_store,bookshop,confectionery
4376504974,castle,palace,church,monastery,bell_cote,flagpole,analog_clock,stupa,crane,obelisk
4382649745,Afghan_hound,Sussex_spaniel,EntleBucher,Airedale,Gordon_setter,stage,Greater_Swiss_Mountain_dog,Irish_terrier,Scottish_deerhound,Kerry_blue_terrier
4372622122,stage,microphone,flute,maraca,sax,electric_guitar,oboe,racket,acoustic_guitar,harmonica
4367486957,envelope,book_jacket,pencil_box,tray,pillow,wallet,lampshade,comic_book,packet,purse
4365352026,birdhouse,washbasin,ashcan,manhole_cover,mailbox,soccer_ball,barrow,padlock,tub,screw
4372428631,frying_pan,jellyfish,butcher_shop,coral_fungus,chain,rotisserie,wok,butternut_squash,spatula,gyromitra
4319545529,cinema,guillotine,gondola,streetcar,bookshop,tobacco_shop,restaurant,bakery,street_sign,crane
4382365377,electric_locomotive,passenger_car,freight_car,steam_locomotive,streetcar,snowplow,lifeboat,crane,dock,amphibian
4317414051,gown,brassiere,maillot,bikini,wig,hoopskirt,miniskirt,hair_spray,overskirt,groom
4383758193,gasmask,reflex_camera,bubble,revolver,microphone,military_uniform,harmonica,rifle,sax,trench_coat
4375398679,hip,nail,hummingbird,ant,robin,chainlink_fence,hook,jay,padlock,chime
4354105042,dam,breakwater,suspension_bridge,viaduct,pier,freight_car,greenhouse,picket_fence,maze,tub
4380678804,ear,mantis,yellow_lady's_slipper,corn,butternut_squash,banana,zucchini,spaghetti_squash,green_lizard,slug
4373324542,obelisk,bell_cote,lakeside,church,geyser,fountain,beacon,alp,volcano,Bernese_mountain_dog
4346779797,bee,ant,knot,chain,matchstick,weevil,tick,safety_pin,sea_slug,barn_spider
4379323729,bakery,toaster,rotisserie,radio,school_bus,freight_car,microwave,recreational_vehicle,mobile_home,passenger_car
4349474100,wig,hair_spray,velvet,brassiere,maillot,lipstick,miniskirt,hand_blower,cloak,trench_coat
4356230245,flagpole,pole,ski,alp,beacon,stupa,crane,maypole,bannister,breakwater
4359657007,altar,desk,vestment,academic_gown,grand_piano,suit,bassoon,bookcase,dining_table,upright
4379937637,suit,fur_coat,pineapple,knot,mask,sweatshirt,gasmask,trench_coat,stole,fountain
4320181389,suspension_bridge,pole,flagpole,crane,viaduct,pier,water_tower,barn,bannister,umbrella
4359310025,restaurant,candle,spotlight,Granny_Smith,pinwheel,lemon,wine_bottle,plate,picket_fence,golfcart
4316181327,pencil_sharpener,triceratops,cradle,carton,jigsaw_puzzle,birdhouse,desk,chest,cannon,half_track
4356583499,web_site,monitor,refrigerator,envelope,screen,jersey,crib,spotlight,laptop,notebook
4370864890,mobile_home,yurt,alp,snowplow,birdhouse,barn,dogsled,shovel,monastery,boathouse
4367002198,bubble,stage,microphone,spotlight,electric_guitar,wig,sax,maraca,groom,feather_boa
4356346329,platypus,fly,cicada,beaver,rhinoceros_beetle,otter,cockroach,ground_beetle,terrapin,leafhopper
4372128322,cocktail_shaker,strawberry,vase,candle,cup,red_wine,trifle,ice_cream,perfume,goblet
4353613017,corkscrew,shower_curtain,binder,bath_towel,paper_towel,pineapple,banana,wallet,coffee_mug,strawberry
4362946309,guinea_pig,Angora,hamster,chow,broccoli,Pomeranian,beaver,hen,corn,ringlet
4380956119,Egyptian_cat,tabby,tiger_cat,lynx,bath_towel,carton,paper_towel,radiator,plastic_bag,vase
4372732214,castle,park_bench,worm_fence,maze,picket_fence,barn,television,lakeside,church,fountain
4347952633,sunglass,microphone,mask,sunglasses,ski_mask,spotlight,abaya,gasmask,muzzle,buckle
4351161774,nematode,flatworm,jellyfish,sea_slug,pick,book_jacket,Christmas_stocking,electric_guitar,jigsaw_puzzle,tray
4349981885,bearskin,cinema,stage,theater_curtain,wig,web_site,altar,book_jacket,tobacco_shop,academic_gown
4363247688,grille,pickup,sports_car,convertible,car_wheel,snowplow,cab,tow_truck,limousine,beach_wagon
4372796823,alp,coyote,dogsled,bighorn,Siberian_husky,Leonberg,Irish_wolfhound,Labrador_retriever,Chesapeake_Bay_retriever,ram
4377765386,cliff,geyser,alp,mountain_bike,snowmobile,sandbar,breakwater,volcano,beacon,stupa
4362140925,stage,spotlight,microphone,electric_guitar,theater_curtain,maraca,accordion,sax,feather_boa,loudspeaker
4379894963,honeycomb,apiary,pot,chest,chocolate_sauce,espresso,pencil_sharpener,ice_cream,bagel,ant
4358331609,palace,castle,monastery,church,bell_cote,triumphal_arch,fountain,vault,prison,dome
4327910346,prison,dam,castle,church,boathouse,tile_roof,barn,monastery,cinema,shopping_cart
4372467555,wardrobe,entertainment_center,chiffonier,china_cabinet,bookcase,four-poster,wall_clock,plate_rack,file,upright
4367968381,sorrel,Ibizan_hound,llama,Saluki,Brittany_spaniel,borzoi,worm_fence,ox,Welsh_springer_spaniel,whippet
4377245366,coyote,ptarmigan,partridge,ruffed_grouse,wood_rabbit,prairie_chicken,timber_wolf,bighorn,quail,hare
4375403571,geyser,fountain,cliff,dam,valley,alp,breakwater,lakeside,promontory,castle
4383715978,wig,sunglasses,bath_towel,lipstick,Band_Aid,hair_slide,shower_cap,sunscreen,brassiere,seat_belt
4382516057,Scottish_deerhound,German_short-haired_pointer,llama,Irish_wolfhound,Brittany_spaniel,Ibizan_hound,horse_cart,dogsled,Great_Dane,English_foxhound
4382616702,bow_tie,bathtub,Band_Aid,tub,neck_brace,harmonica,web_site,crib,television,bathing_cap
4382742763,bloodhound,black-and-tan_coonhound,basset,redbone,Great_Dane,Rhodesian_ridgeback,Walker_hound,bull_mastiff,vizsla,fur_coat
4369213304,window_shade,cardigan,window_screen,stole,seat_belt,mitten,shower_curtain,sunglasses,cellular_telephone,fountain
4330815480,ptarmigan,albatross,ruddy_turnstone,red-backed_sandpiper,partridge,kite,water_ouzel,ruffed_grouse,hen,goose
4343374813,bustard,dowitcher,redshank,limpkin,bittern,ptarmigan,ostrich,prairie_chicken,red-backed_sandpiper,ruffed_grouse
4338267012,Persian_cat,lynx,Angora,West_Highland_white_terrier,teddy,Samoyed,Maltese_dog,Siamese_cat,Egyptian_cat,bassinet
4381036273,barn,picket_fence,worm_fence,boathouse,church,greenhouse,lakeside,stone_wall,mobile_home,park_bench
4153806137,vine_snake,knot,horizontal_bar,balance_beam,flagpole,pole,nematode,parachute,mountain_tent,night_snake
4352528924,bell_pepper,plate,burrito,mashed_potato,acorn_squash,pizza,guacamole,cucumber,ice_cream,butternut_squash
4381386353,wok,mixing_bowl,wooden_spoon,hot_pot,consomme,dough,ice_cream,caldron,jellyfish,mortar
4376569945,Samoyed,Great_Pyrenees,kuvasz,llama,pug,West_Highland_white_terrier,standard_poodle,Labrador_retriever,Eskimo_dog,Siberian_husky
4367635098,web_site,jigsaw_puzzle,book_jacket,proboscis_monkey,baboon,hare,grey_fox,timber_wolf,macaque,coyote
4383716083,cardigan,mitten,wool,safety_pin,bonnet,stole,swab,padlock,purse,switch
4383496902,bison,hog,wild_boar,warthog,ox,Irish_terrier,water_buffalo,Irish_setter,Chesapeake_Bay_retriever,brown_bear
4384061232,pick,ice_lolly,plunger,beer_glass,spatula,parking_meter,Petri_dish,Band_Aid,gas_pump,bottlecap
4341875304,obelisk,triumphal_arch,flagpole,lakeside,bell_cote,traffic_light,park_bench,water_tower,palace,car_mirror
4371295551,rubber_eraser,ballpoint,rule,pencil_box,drumstick,paintbrush,pencil_sharpener,hammer,fountain_pen,tripod
4373518598,handkerchief,umbrella,jersey,drum,envelope,barbershop,packet,drumstick,doormat,book_jacket
4375089641,spotlight,fountain,sax,barn_spider,stage,spider_web,swing,pole,microphone,syringe
4364087871,desk,safe,chest,file,refrigerator,fire_screen,iron,laptop,desktop_computer,toaster
4376234152,balloon,crane,water_tower,pole,hook,chime,analog_clock,bubble,scale,stupa
3187551553,chimpanzee,gorilla,siamang,spider_monkey,howler_monkey,gibbon,guenon,patas,macaque,capuchin
4384280565,wreck,sax,guillotine,umbrella,fountain,lumbermill,mask,vault,thatch,prison
4365655142,cliff,cliff_dwelling,mountain_bike,valley,unicycle,swimming_trunks,volcano,alp,seashore,maze
4358789058,albatross,fur_coat,iron,fountain,kite,gown,pedestal,lab_coat,bikini,hook
4316303871,table_lamp,vase,lampshade,toilet_seat,goblet,candle,water_jug,dining_table,pill_bottle,scale
4377469934,poncho,cardigan,chain_mail,stole,bonnet,mitten,wool,fur_coat,triceratops,ski_mask
4317399555,hand_blower,neck_brace,pajama,hair_spray,miniskirt,brassiere,suit,jersey,shower_cap,bow_tie
4381727166,puffer,tench,reel,eel,barracouta,goldfish,terrapin,sturgeon,gar,rock_beauty
4383832736,quilt,pillow,dishrag,doormat,prayer_rug,tray,stole,bib,wallet,Christmas_stocking
4317940691,parachute,sleeping_bag,mountain_tent,cliff,volcano,leatherback_turtle,seashore,yurt,schipperke,stretcher
4363140988,maypole,swing,mortarboard,flute,feather_boa,horizontal_bar,pole,guillotine,academic_gown,plunger
4378331707,meat_loaf,plate,mashed_potato,burrito,chocolate_sauce,ice_cream,cheeseburger,guacamole,potpie,bakery
4347632695,book_jacket,lampshade,pitcher,vase,table_lamp,comic_book,wall_clock,toilet_tissue,paper_towel,bath_towel
4374999973,wig,shower_curtain,sarong,hair_spray,gown,vestment,whistle,perfume,maillot,lipstick
4360042811,bubble,envelope,sunglasses,parachute,web_site,volleyball,umbrella,sunglass,tennis_ball,pencil_sharpener
4361576918,breakwater,promontory,seashore,lakeside,beacon,cliff,sea_lion,sandbar,valley,wreck
4313722426,fur_coat,cardigan,stole,suit,trench_coat,jean,miniskirt,sweatshirt,wool,bow_tie
4378408219,crate,barbershop,tobacco_shop,bookshop,carton,cinema,library,bakery,moving_van,grocery_store
4347134862,parking_meter,cash_machine,sliding_door,window_shade,pay-phone,prison,wall_clock,digital_clock,projector,minivan
4376426552,theater_curtain,cinema,throne,grand_piano,altar,organ,stage,upright,palace,pool_table
4383300618,bulletproof_vest,knee_pad,assault_rifle,military_uniform,backpack,gasmask,tripod,projectile,rifle,breastplate
4380408861,stage,oboe,bassoon,marimba,banjo,accordion,Irish_water_spaniel,sax,Sussex_spaniel,wig
4326007884,pug,bull_mastiff,boxer,French_bulldog,Staffordshire_bullterrier,Boston_bull,American_Staffordshire_terrier,Border_terrier,whippet,Brabancon_griffon
4377059603,pajama,wardrobe,ski,shoji,tricycle,envelope,sleeping_bag,kimono,vacuum,quilt
4366912572,modem,CD_player,tape_player,joystick,hard_disc,cassette_player,computer_keyboard,laptop,space_bar,photocopier
4348104035,park_bench,shopping_cart,shopping_basket,wreck,ashcan,barrow,hamper,folding_chair,bucket,accordion
4349393469,television,lakeside,home_theater,monitor,web_site,castle,paddle,cliff,breakwater,screen
4339305437,volleyball,basketball,knee_pad,horizontal_bar,balance_beam,parallel_bars,unicycle,soccer_ball,racket,pole
4367697167,lynx,tabby,Persian_cat,Egyptian_cat,Siamese_cat,tiger_cat,window_screen,Angora,cougar,snow_leopard
4339792666,stole,knot,fur_coat,bath_towel,mitten,wool,binoculars,harmonica,promontory,bow_tie
4317448142,stone_wall,megalith,alp,cliff,worm_fence,thatch,valley,marmot,mountain_tent,barn
4394099797,jinrikisha,grocery_store,balloon,pineapple,comic_book,toyshop,umbrella,garbage_truck,kimono,racket
4321694214,reflex_camera,tripod,lens_cap,gasmask,combination_lock,Polaroid_camera,projector,loudspeaker,sewing_machine,switch
4389002851,prison,washbasin,bannister,safe,spotlight,medicine_chest,sliding_door,photocopier,window_shade,desk
4342309890,cliff,castle,stone_wall,megalith,viaduct,cliff_dwelling,prison,vault,monastery,suspension_bridge
4358438815,stage,altar,toyshop,military_uniform,maypole,jigsaw_puzzle,theater_curtain,throne,bearskin,prayer_rug
4339433450,electric_guitar,stage,acoustic_guitar,microphone,banjo,accordion,drumstick,sax,maraca,pick
4409769509,abacus,wine_bottle,bottlecap,red_wine,chain,coil,padlock,chainlink_fence,baseball,cinema
4337197952,harp,abaya,cloak,cowboy_boot,hair_spray,mask,gown,groom,bikini,hand_blower
4334715408,cuirass,comic_book,dumbbell,gyromitra,neck_brace,Indian_cobra,book_jacket,mask,mortar,swimming_trunks
4353025981,orange,jellyfish,fig,lemon,pillow,balloon,butternut_squash,pretzel,sea_anemone,banana
4337967417,crane,traffic_light,water_tower,seashore,obelisk,triumphal_arch,pole,dock,streetcar,garbage_truck
4378036952,military_uniform,bulletproof_vest,stretcher,yurt,assault_rifle,sleeping_bag,poncho,plastic_bag,gasmask,Dutch_oven
4375050927,sax,cornet,oboe,banjo,bassoon,stage,French_horn,trombone,drum,cello
4344830528,binoculars,tripod,reflex_camera,gasmask,rifle,lens_cap,power_drill,revolver,sunglasses,sunglass
4349925088,plate,meat_loaf,broccoli,mashed_potato,soup_bowl,carbonara,cucumber,hot_pot,guacamole,burrito
4342347392,racer,sports_car,ambulance,lifeboat,cab,car_wheel,tow_truck,trailer_truck,convertible,fire_engine
4351970820,koala,cliff,megalith,macaque,Arabian_camel,baboon,obelisk,spider_monkey,cougar,three-toed_sloth
4347398010,television,screen,monitor,web_site,beacon,barn,church,lakeside,ice_bear,book_jacket
4380495356,dock,container_ship,liner,aircraft_carrier,drilling_platform,wreck,pirate,fireboat,lifeboat,crane
4382541623,triumphal_arch,church,palace,monastery,castle,fountain,obelisk,viaduct,bell_cote,vault
4316982077,web_site,menu,iPod,analog_clock,lipstick,abaya,book_jacket,comic_book,refrigerator,slot
4315382441,comic_book,iron,jigsaw_puzzle,laptop,book_jacket,monitor,envelope,television,mouse,screen
4059323557,groom,web_site,book_jacket,gown,conch,bathtub,tub,envelope,menu,diaper
4383343547,sunglasses,sunglass,jersey,sweatshirt,lab_coat,racket,jean,croquet_ball,ice_lolly,cardigan
4372318758,promontory,dam,lakeside,cliff,valley,seashore,castle,alp,boathouse,suspension_bridge
4331841278,fountain,pier,steel_arch_bridge,lakeside,patio,vulture,chime,triumphal_arch,park_bench,sulphur-crested_cockatoo
4364523586,microphone,flute,harmonica,panpipe,harp,oboe,stage,bassoon,hair_spray,cornet
4402602755,web_site,book_jacket,comic_book,king_penguin,monitor,chain,swab,komondor,theater_curtain,screwdriver
4369625836,frying_pan,wok,Dutch_oven,hot_pot,spatula,wooden_spoon,caldron,soup_bowl,ladle,Crock_Pot
4377168408,king_crab,vase,feather_boa,teddy,American_lobster,jellyfish,goldfish,torch,mask,space_shuttle
4336696559,chocolate_sauce,ice_cream,dough,goblet,nail,night_snake,slug,fountain,candle,espresso
4359371017,ant,hip,jigsaw_puzzle,wing,parachute,warplane,seashore,aircraft_carrier,ladybug,pole
4339061031,shovel,ski,snowplow,dogsled,snowmobile,yurt,bobsled,fur_coat,Irish_wolfhound,umbrella
4332200310,freight_car,electric_locomotive,bullet_train,passenger_car,pier,scoreboard,streetcar,steam_locomotive,crane,dock
4320220364,cradle,bassinet,nipple,diaper,crib,pajama,sleeping_bag,quilt,bath_towel,Maltese_dog
4327083036,potter's_wheel,restaurant,hair_spray,butcher_shop,toilet_tissue,water_jug,candle,grocery_store,bucket,confectionery
4375670609,microphone,horizontal_bar,punching_bag,stage,bow,volleyball,gong,sax,trombone,balance_beam
2926064723,pajama,diaper,bib,rocking_chair,stole,bath_towel,nipple,wool,jean,hamper
4356348443,matchstick,ice_lolly,candle,rubber_eraser,lipstick,plunger,hatchet,ballpoint,whistle,lighter
4318611581,bubble,safety_pin,lipstick,mask,wig,web_site,syringe,shower_cap,perfume,bathing_cap
4367425893,television,umbrella,spotlight,tripod,mountain_tent,groom,volcano,web_site,barn,home_theater
4365714926,park_bench,snowplow,snowmobile,barn,geyser,dogsled,car_mirror,fountain,shovel,water_tower
3384674100,ear,corn,butcher_shop,banana,bikini,picket_fence,cleaver,groom,jackfruit,mask
4353346043,drilling_platform,container_ship,seashore,liner,space_shuttle,breakwater,pier,dock,lakeside,fireboat
4344455780,giant_panda,brown_bear,ice_bear,Arctic_fox,hog,badger,white_wolf,wild_boar,hyena,American_black_bear
4982384226,book_jacket,comic_book,pick,toilet_seat,packet,head_cabbage,shield,envelope,letter_opener,face_powder
4372578409,prison,palace,four-poster,chain,picket_fence,wardrobe,bannister,carousel,throne,sliding_door
4377904278,gown,hoopskirt,groom,overskirt,tub,maillot,bathtub,miniskirt,pajama,bath_towel
4378899746,kimono,lab_coat,hair_spray,wig,pajama,groom,gown,cleaver,lipstick,paintbrush
4363514880,cliff,promontory,wreck,water_buffalo,Arabian_camel,volcano,valley,hippopotamus,seashore,lakeside
4344776416,cabbage_butterfly,hummingbird,sulphur_butterfly,picket_fence,bee,monarch,chime,daisy,admiral,ant
4318736593,mountain_bike,bicycle-built-for-two,crash_helmet,moped,ashcan,snowmobile,mask,unicycle,motor_scooter,sombrero
4374835696,agaric,bolete,coral_fungus,mushroom,hen-of-the-woods,earthstar,stinkhorn,red_fox,valley,Arctic_fox
3345659418,kimono,academic_gown,mortarboard,candle,bubble,jersey,torch,hair_spray,groom,abaya
4315246365,trolleybus,streetcar,passenger_car,minibus,recreational_vehicle,electric_locomotive,school_bus,mobile_home,ashcan,freight_car
4362627892,kite,prairie_chicken,bittern,coucal,bald_eagle,ruffed_grouse,vulture,great_grey_owl,hornbill,quail
4352985686,monitor,killer_whale,flagpole,screen,television,church,window_shade,wing,dome,spotlight
4363294654,balance_beam,drumstick,parallel_bars,horizontal_bar,hair_spray,television,dumbbell,tub,punching_bag,flute
4349822521,mailbox,picket_fence,washbasin,birdhouse,sewing_machine,barbershop,ambulance,toilet_seat,switch,mobile_home
4382652738,stage,flute,microphone,sax,harmonica,book_jacket,electric_guitar,cello,oboe,bassoon
